ID,Name,First,Last,City,State,Publisher,Subject,Link
1340,"The California Cactus",1971,,"Los Angeles","California","California Cactus Publishing Company","Science | Religion | Music | Literature | History | Art",
1350,"Call and Response: Newsletter of the African American Studies Program",1994,,"Birmingham","Alabama","University of Alabama at Birmingham, Department of English","University of Alabama at Birmingham | African-American studies",
1351,"The Call Master",1938,1939,"Wadesville","Indiana","Civilian Conservation Corps","Civilian Conservation Corps",
1352,"Callaloo: A Journal of African-American and African Arts and Letters",1976,,"Lexington","Kentucky","Johns Hopkins University Press","Women | Short stories | Poetry | Plays | Photography | Music | Literary theory | Literary criticism | Africa",
1355,"Camp Aledo Speaks",1939,1940,"Aledo","Illinois","Civilian Conservation Corps","Civilian Conservation Corps",
1356,"Camp Berlin Broadcast",1934,1935,"Berlin","New Jersey","Civilian Conservation Corps","Civilian Conservation Corps",
1357,"Camp Carroll Volcano",1935,1938,"Mt. Carroll","Illinois","Civilian Conservation Corps","Civilian Conservation Corps",
1358,"Camp Chatter of Company 517",1934,1936,"Corydon","Indiana","Civilian Conservation Corps","Civilian Conservation Corps",
1359,"Camp Cooper Chats",1935,1937,"Haddonfield","New Jersey","Civilian Conservation Corps","Civilian Conservation Corps",
1360,"Camp Eagle",1939,1939,"Wadesville","Indiana","Civilian Conservation Corps","Civilian Conservation Corps",
1361,"The Camp Logan Log",1935,1935,"Rockbridge","Ohio","Civilian Conservation Corps","Civilian Conservation Corps",
1362,"Camp Rosston News",1936,1939,"Rosston","Arkansas","Civilian Conservation Corps","Civilian Conservation Corps",
1363,"Camp S-56 Bulletin",1936,1938,"Mt. Union","Pennsylvania","Civilian Conservation Corps","Civilian Conservation Corps",
1364,"Campaign Digest",1929,1929,"Philadelphia","Pennsylvania","Social Record Publishing Company","Republican League | Political campaigns | Municipal government",
1365,"Campus Bits",1971,,"Prairie View","Texas","Prairie View A&M University, Office of Publications","Prairie View A & M University (Prairie View, TX) | Colleges and universities—Students",
1366,"Campus Calendar",1994,1995,"Atlanta","Georgia","Spelman College, Office of Public Relations","Spelman College (Atlanta, GA) | Colleges and universities",
1367,"Campus Capsules",1972,1976,"New Orleans","Louisiana","Dillard University (New Orleans, LA)","Dillard University (New Orleans, LA) | Colleges and universities—Students",
1368,"Campus Chats",1946,1973,"Tuskegee","Alabama","Tuskegee Institute (Tuskegee, AL)","Tuskegee Institute | Education (Higher) | Colleges and universities—Faculty and staff",
1369,"Campus Chit Chat",1972,,"Tyler","Texas","Texas College, Public Relations Office","Texas College (Tyler, TX) | Colleges and universities—Faculty and staff",
1370,"Campus Clips",1986,,"Durham","North Carolina","North Carolina Central University (Durham, NC)","North Carolina Central University (Durham, NC) | Colleges and universities—Students",
1371,"Campus Communicator",1974,1976,"Jackson","Mississippi","Jackson State University (Jackson, MS)","Jackson State University (Jackson, MS) | Colleges and universities—Students",
1372,"The Campus CORE-lator",1964,,"Berkeley","California","CORE, Berkeley Campus","Congress of Racial Equality | Civil rights",
1373,"Campus Dateline",1987,,"Huntsville","Alabama","Oakwood College (Huntsville, AL)","Oakwood College (Huntsville, AL) | Colleges and universities",
1374,"Campus Defender",1992,1993,"Houston","Texas","Messiah, Sonceria","Youth | Middle school students | High schools—Students | Education",
1375,"Campus Digest: “The Voice of the Tuskegee Institute.”",1924,,"Tuskegee","Alabama","Tuskegee Institute (Tuskegee, AL)","Education | Colleges and universities—Students",
1376,"Campus Echo",1928,,"Durham","North Carolina","North Carolina Central University (Durham, NC)","North Carolina Central University (Durham, NC) | Colleges and universities—Students",
1377,"The Campus Intercom",1962,,"Huntsville","Alabama","Alabama A & M University (Normal, AL)","Colleges and universities—Students | Airline pilots",
1378,"Campus Life",1946,,"Greensboro","North Carolina","North Carolina State College","North Carolina State College (Greensboro, NC) | Colleges and universities—Students",
1379,"The Campus Mirror",1921,,"Atlanta","Georgia","Spelman College (Atlanta, GA)","Spelman College (Atlanta, GA) | Colleges and universities—Students",
1380,"Campus Scroll",1938,,"Lawrenceville","Virginia","St. Paul School (Brooklyn, NY)","St. Paul School (Lawrenceville, VA) | School newsletter",
1381,"Campus Voice",1936,,"Sumter","South Carolina","Morris College","Morris College (Sumter, SC) | Colleges and universities—Students",
1382,"Candid: The Negro Photo News for All People",1938,,"Wilmington","Connecticut","Candid Publishing Co.","Social conditions | Photography",
1383,"The Cannon",1937,1938,"Fort Sam Houston","Texas","Civilian Conservation Corps","Civilian Conservation Corps",
1385,"The Canterburian",1957,1959,"Washington","District of Columbia","Howard University, Canterbury Association","Religion | Episcopal Church",
1386,"The Canterbury Herald",1965,,"Washington","District of Columbia","Canterbury Association, Howard Chapter","Religion | Episcopal Church | Canterbury Association, Howard Chapter",
1390,"Capitol City Defender",1963,,"Nashville","Tennessee","Savage, H.C.","Youth | Community newsletter",
1391,"Capitol City Quarterly",1985,,"Madison","Wisconsin","Urban League of Greater Madison","Politics | Employment | Community newsletter | Business",
1392,"Cappy’s Camp Courier",1936,1942,"Platte City","Missouri","Civilian Conservation Corps","Civilian Conservation Corps",
1393,"The Capstone",1979,,"Washington","District of Columbia","Howard University (Washington, DC)","Howard University | Colleges and universities—Alumni",
1394,"Captain Africa",1992,1994,"Glen Ridge","New Jersey","African Prince Productions","Comic books, strips, etc.",
1395,"The Caramel Apple: A Complete Resource and Entertainment Guide",1983,,"New York","New York","Abdur-Rahman, Hassan I","Nutrition | Family | Entertainment | Community newsletter",
1396,"The Caravan",1922,,"New York","New York","Whitney & Jackson","Freemasons | Fraternal organizations",
1397,"The Cardozo Owl",1953,,"Washington","District of Columbia","Cardozo High School","High schools—Students | Cardozo High School (Washington, DC)",
1398,"Care Taker",1972,,"Dallas","Texas","Bishop College, Centralized Development Services Office","Colleges and universities—Alumni | Bishop College (Dallas, TX)",
1399,"Career Advantage",1987,,"Boston","Massachusetts","Career Advancement Network","Job training | Employment",
1400,"Career Counseling and Placement News Notes",1979,,"Jackson","Mississippi","Jackson State University (Jackson, MS)","Jackson State University (Jackson, MS) | Employment | Counseling | Colleges and universities | Careers",
1401,"The Career Engineer",1993,,"Alexandria","Virginia","Hite, Norris Jr.","Engineers",
1402,"Career Focus: For Today's Rising Professional",1989,,"Kansas City","Missouri","Communications Publishing Group","Women in business | Technology | Sports | Entertainment | Careers | Business",
1403,"Career Moves",1994,,"Washington","District of Columbia","National Black Media Coalition","Television | Employment | Broadcasting",
1404,"Career Planning and Placement Center News",1970,,"Prairie View","Texas","Prairie View A&M University, Career Planning and Placement Center","Prairie View A & M University (Prairie View, TX) | Colleges and universities—Students | Career advising",
1405,"Carib Beat",1994,1994,"New York","New York","Rodney, Karl B.","Musicians | Music | Entertainment | Caribbean—Culture",
1406,"Caribbean Connections",1982,,"Silver Spring","Maryland","Caribbean Connections, Inc.","Sports | Caribbean area | Business | Art",
1407,"Caribbean Daylight",1992,,"Bronx","New York","Caribbean Daylight, Inc.","Caribbean-Americans",
1408,"The Caribbean Echo",1982,,"Miami","Florida","Carberry, Eslee","West Indians | Caribbean-Americans",
1409,"Caribbean Globe",1991,1994,"Miami","Florida","Caribbean Globe Enterprise","Caribbean area",
1411,"Caribbean Life",1990,,"Brooklyn","New York","Courier-Life Publications","Caribbean-Americans",
1413,"Caribbean Perspective: A Magazine of World Affairs.",1982,,"Brooklyn","New York","Caribbean People’s Alliance","Politics | International relations | Caribbean area",
1414,"Caribbean Review",1969,,"Miami","Florida","Caribbean Review, Inc.","Caribbean people | Caribbean area",
1415,"Caribbean Times",1995,,"Brooklyn","New York","Caribbean Times, Inc.","Caribbean-Americans",
1416,"Caribe",1978,,"New York","New York","Visual Arts Research and Resource Center Relating to the Caribbean","Caribbean people | Caribbean culture",
1417,"Carl Swisher Library Newsletter",1985,,"Daytona Beach","Florida","Bethune-Cookman College, Carl Swisher Library","Libraries | Education | Colleges and universities | Carl Swisher Library, Bethune-Cookman College (Daytona Beach, FL)",
1418,"The Carlton Y Post",1927,1930,"Brooklyn","New York","YMCA, Carlton Ave. Branch","Young Men’s Christian Association (YMCA)",
1420,"Carolina Contrast",1966,,"Columbia","South Carolina","South Carolina Voter Education Project","Race relations | History | Civil rights",
1427,"The Carrollton Advocate",1970,1970,"New Orleans","Louisiana","Carrollton Central Steering Committee","Politics | Community newsletter",
1428,"Cart",1964,,"Chicago","Illinois","International Publications Limited","Women | Health | Food | Fashion | Beauty",
1429,"Cartoon Man",1993,,"Chicago","Illinois","Comics","Comic books, strips, etc.",
1430,"Carver Community Center Bulletin",1941,,"Marion","Indiana","Carver Community Center","Race relations | Industrial relations",
1431,"Case Letter",1949,,"New Orleans","Louisiana","Louisiana Civil Rights Congress","Police brutality | Criminal justice system | Civil rights",
1432,"CASH",1993,,"Roosevelt","New York","Centennial Avenue School Headliner","Education (Primary) | Centennial Avenue School (Roosevelt, NY)",
1433,"Casha",1973,,"New York","New York","Caribbean Liberation Movement","Caribbean liberation movements | Caribbean area—Politics and government",
1435,"The Catalyst",1967,,"Atlanta","Georgia","Morehouse College (Atlanta, GA)","Short stories | Poetry | Colleges and universities",
1437,"Catawba Synod Argus",1956,1970,"Charlotte","North Carolina","Johnson C. Smith University (Charlotte, NC)","Religion | Presbyterian Church | Catawba Synod of the Presbyterian Church",
1438,"The Caterer Gazetter and Guide",1907,,"New York","New York","Ross, James A.","Railroads | Labor | Employment",
1439,"The Catholic Circle",1934,,"Houston","Texas","Catholic Circle, USA","Religion | Catholic Church",
1440,"Cause",1971,,"Los Angeles","California","Solomon, S.","Employment | Affirmative action",
1441,"Caytons Monthly",1916,1921,"Seattle","Washington","Cayton, Horace Roscoe","Baptist Church",
1442,"CBFSA News",1976,,"San Diego","California","California Black Faculty and Staff Association","Colleges and universities—Race relations",
1443,"CBM Journal",1990,1992,"St. Paul","Minnesota","Council on Black Minnesotans","Law and legislation | Council on Black Minnesotans | Affirmative action",
1444,"CBMR Digest",1988,,"Chicago","Illinois","Center for Black Music Research","Music",
1445,"CBMR Register",1988,1991,"Chicago","Illinois","Center for Black Music Research","Music scholarships | Music education | Music | Education (Higher)",
1446,"CBTU Voice",1992,,"Washington","District of Columbia","Coalition of Black Trade Unions","Trade Unions | Labor",
1447,"CCAC News",1968,,"Detroit","Michigan","Citywide Citizens’ Action Committee","Education | Community newsletter",
1448,"CCC Newsletter",1973,,"Hampton","Virginia","Hampton Institute, Communications Center Cluster","Hampton Institute (Hampton, VA) | Colleges and universities",
1449,"CCCO Newsletter",1965,,"Chicago","Illinois","Coordinating Council of Community Organizations","Community newsletter",
1450,"CDGM Newsletter",1967,,"Jackson","Mississippi","Child Development Group of Mississippi","Health | Family | Education | Children",
1451,"CEA Congressional Ledger",1981,,"Washington","District of Columbia","Congressional Education Associates","United States Congress | Politics",
